title,address,phone,lat,lng,icon,contentString,category 
Panama City Beach,,,30.176592,-85.805489,,,beach
Destin Beach,,,30.393681,-86.495659,,,beach
Amelia Island,,,30.62657,-81.460854,,,beach
St. Augustine Beach,,,29.85202,-81.267319,,,beach
Cocoa Beach,,,28.320221,-80.608871,,,beach
Clearwater beach,,,27.92444,-82.841003,,,beach
Vero Beach,,,27.63888,-80.389076,,,beach
Longboat Key,,,27.412542,-82.658989,,,beach
"Fort De Soto Park, Tierra Verde",,,27.62509,-82.71264,,,beach
"Pass-a-Grille Beach, St. Petersburg",,,27.69507,-82.7359,,,beach
"Siesta Key, Sarasota",,,27.26619,-82.54565,,,beach
"Blowing Rocks Preserve, Jupiter",,,26.90553,-80.13208,,,beach
"Jupiter Dog Beach, Jupiter",,,26.93414,-80.09974,,,beach
"Lighthouse Beach Park, Sanibel Island",,,26.31783,-80.08352,,,beach
Captiva Island,,,26.51985,-82.189903,,,beach
"Bonita Beach Dog Beach, Fort Myers",,,26.43695,-81.92165,,,beach
"South Beach, Miami",,,40.688599,-86.762711,,,beach
"Cape Florida State Park, Key Biscayne",,,25.67247,-80.15541,,,beach
Smathers Beach,,,29.84056,-81.27058,,,beach
Rest Beach,,,29.26245,-81.15627,,,beach
apollo Beach,"5909 US-41, Apollo Beach, FL 33570",(833) 880-5420,27.76149,27.76149,,,dispensaries
Boca Raton,"9912 Glades Rd, Boca Raton, FL 33434",(561) 939-6655,26.36677,26.36677,,,dispensaries
Bonita Springs,"8800 Terrene Ct, Bonita Springs, FL 34135",(239) 345-4024,26.35354,26.35354,,,dispensaries
Boynton Beach,"202 E Boynton Beach Blvd, Boynton Beach, FL 33435",(877) 308-3344,26.52839,26.52839,,,dispensaries
Bradenton,"4549 W 14th St, Bradenton , FL 34207",(941) 216-7838,27.45904,27.45904,,,dispensaries
Brandon,"1525 E Brandon Blvd, Brandon, FL 33511",(813) 413-5020,27.9371,27.9371,,,dispensaries
Brooksville,"1525 E Brandon Blvd, Brandon, FL 33511",(813) 413-5020,27.9371,27.9371,,,dispensaries
Cape Coral,"2126 Del Prado Blvd S, Cape Coral, FL 32216",(239) 347-4574,26.61234,26.61234,,,dispensaries
Casselberry,"487 Semoran Blvd, Casselberry, FL 32730",(888) 441-5669,28.65495,28.65495,,,dispensaries
Clearwater,"921 S Missouri Ave, Clearwater, FL 33756",(727) 219-9198,27.95562,27.95562,,,dispensaries
Dania Beach,"1103 S Federal Hwy, Dania Beach, FL 33004",(754) 231-4884,26.03771,26.03771,,,dispensaries
Daytona Beach,"910 W International Speedway Blvd, Daytona Beach, FL 32114",(386) 271-4732,29.20506,29.20506,,,dispensaries
Deerfield Beach,"148 N Federal Hwy, Deerfield Beach, FL 33441",754) 212-0060,26.32016,26.32016,,,dispensaries
Delray Beach,"15200 S Jog Rd Ste B11, Delray Beach, FL 33446",(850) 391-5455,26.44858,26.44858,,,dispensaries
Deltona,"1200 Deltona Blvd Ste 2, Deltona, FL 32725",(850) 391-5455,28.89645,28.89645,,,dispensaries
Destin,"868 Hwy 98 E Shoreline Village Mall, Destin, FL 32541",(850) 204-9031,30.38881,30.38881,,,dispensaries
Edgewater,"103 Boston Rd, Edgewater, FL 32141",(386) 478-4081,28.97059,28.97059,,,dispensaries
Fernandina Beach,"474285 E State Rd, Fernandina, FL 32034",(954) 399-6595,30.61861,30.61861,,,dispensaries
Fort Lauderdale,"1417 SW 40th Ter, Fort Lauderdale, FL 33317",(954) 399-6595,26.0724,26.0724,,,dispensaries
Fort Myers,"4480 Fowler St, Fort Myers, FL 33901",(239) 244-9629,26.59825,26.59825,,,dispensaries
Fort Pierce,"3218�US�Hwy�1, Fort�Pierce, FL 34982",(772) 577-7762,27.40805,27.40805,,,dispensaries
Fort Walton Beach,"109 Racetrack Rd NE Ste F, Fort Walton Beach, FL 32547",(850) 200-0828,30.44903,30.44903,,,dispensaries
Gainesville,"318 NW 13th St, Gainesville, FL 32601",(352) 415-1824,29.65461,29.65461,,,dispensaries
Hallandale Beach,"308 N Federal Hwy, Hallandale Beach, FL 33009",(561) 440-2360,25.98961,25.98961,,,dispensaries
Holly Hill,"1027 N Nova Rd Ste 105, Holly Hill, FL 32117",(386) 281-3296,29.22628,29.22628,,,dispensaries
Jacksonville,"4332 University Blvd S, Jacksonville, FL 32216",(904) 694-2174,30.27851,30.27851,,,dispensaries
Jensen Beach,"3631 NW Federal Hwy, Jensen Beach, FL 34957",(772) 934-9575,27.24831,27.24831,,,dispensaries
Key West,"130 Duval St, Key West, FL 33040",(786) 625-7732,24.55905,24.55905,,,dispensaries
Kissimmee,"4967 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746",(407) 693-0490,28.3337,28.3337,,,dispensaries
Lady Lake,"929 US-441 Hwy Ste 202, Lady Lake, FL 32159",(833) 880-5420,28.93525,28.93525,,,dispensaries
Lake Worth,"1125 N Dixie Hwy Ste C, Lake Worth, FL 33460",(561) 612-4455,26.62952,26.62952,,,dispensaries
Lakeland,"3145�US�Hwy�98�N, Lakeland, FL 33805",(863) 213-1037,28.0816,28.0816,,,dispensaries
Largo,"10761 Ulmerton Rd, Largo, FL 33778",(850) 391-5455,27.89505,27.89505,,,dispensaries
Longwood,"415 W SR 434, Longwood, FL 32750",(407) 357-0805,28.69791,28.69791,,,dispensaries
Lutz,"1408 N Dale Mabry Hwy, Lutz, FL 33548",(813) 803-8188,28.16373,28.16373,,,dispensaries
Melbourne,"21 Suntree Pl, Melbourne, FL 32803",(321) 294-4465,28.22793,28.22793,,,dispensaries
Merritt Island,"150�E�Merritt�Island�Cswy, Merritt�Island, FL 32952",(321) 305-6173,28.35742,28.35742,,,dispensaries
Miami,"9002 S Dadeland Blvd, Miami, FL 33156",(786) 577-3976,25.68655,25.68655,,,dispensaries
Miami Beach,"1523�Alton�Rd�Ste�9, Miami Beach, FL 33139",(850) 391-5455,25.78796,25.78796,,,dispensaries
Miami Gardens,"18350 NW 47th Ave, Miami Gardens, FL 33055",(786) 632-1516,25.94068,25.94068,,,dispensaries
New Port Richey,"5138 Deer Park Dr, New Port Richey, FL 34653",(833) 735-8368,28.23461,28.23461,,,dispensaries
North Miami Beach,"16685�NW�2nd�Ave, North�Miami�Beach, FL 33169",(786) 605-0830,25.92977,25.92977,,,dispensaries
North Palm Beach,"11575�US�Hwy�1, North�Palm�Beach, FL 33408",391-5455,26.80375,26.80375,,,dispensaries
North Port,"7050 Sumter Crossing Dr, North Port, FL 34287",(941) 200-6098,27.033751,27.033751,,,dispensaries
Ocala,"1839�SW�College�Rd, Ocala, FL 34471",(352) 619-2540,27.033751,27.033751,,,dispensaries
Orange Park,"495 Blanding Blvd, Orange Park, FL 32073",(904) 541-8805,27.033751,27.033751,,,dispensaries
Orlando,"10615 E Colonial Drive, Orlando, FL 32803",407) 843-3445,27.033751,27.033751,,,dispensaries
Ormond Beach,"290 Clyde Morris Blvd Ste B2, Ormond Beach, FL 32174",(833) 880-5420,29.27143,29.27143,,,dispensaries
Oviedo,"4301 Alafaya Trl, Oviedo, FL 32765",(407) 449-2230,28.61229,28.61229,,,dispensaries
Palm Bay,"1420�Palm�Bay�Rd�NE, Palm Bay, FL 32905",(321) 373-0033,28.03463,28.03463,,,dispensaries
Palm Coast,"100 Flagler Plaza Dr, Palm Coast, FL 32137",(850) 391-5455,29.47543,29.47543,,,dispensaries
Palm Harbor,"35388 US Hwy 19 N, Palm Harbor, FL 34684",(727) 288-9922,28.09309,28.09309,,,dispensaries
Panama City,"3611 W US Hwy 98, Panama City, FL 32401",(833) 735-8368,30.1805,30.1805,,,dispensaries
Pensacola,"7817 N Davis Hwy, Pensacola, FL 32514",(850) 505-3160,30.51904,30.51904,,,dispensaries
Pinellas Park,"6999 US Hwy 19 N, Pinellas Park, FL 33781",(727) 275-1933,27.83562,27.83562,,,dispensaries
Port Charlotte,"1994 Kings Hwy, Port Charlotte, FL 33980",(941) 628-7031,26.98626,26.98626,,,dispensaries
Port Orange,"3665�S�Clyde�Morris�Blvd, Port Orange, FL 32129",(850) 391-5455,29.14911,29.14911,,,dispensaries
Port St. Lucie,"10941 US Hwy 1, Port St. Lucie, FL 34952",(772) 249-4199,27.26463,27.26463,,,dispensaries
Sanford,"610 Lake Minnie Dr, Sanford, FL 32773",(407) 531-8588,28.75114,28.75114,,,dispensaries
Sarasota,"6979 S Tamiami Trl, Sarasota, FL 34231",(941) 500-3128,27.25518,27.25518,,,dispensaries
Sebastian,"1701 US 1 Ste 3-5, Sebastian, FL 32958",(833) 880-5420,27.82661,27.82661,,,dispensaries
Spring Hill,"10520 Spring Hill Dr, Spring Hill, FL 34608",(352) 355-4322,28.46011,28.46011,,,dispensaries
St. Augustine,"160 King St, St. Augustine, FL 32084",(904) 830-0011,29.89141,29.89141,,,dispensaries
St. Petersburg,"3811�Tyrone�Blvd, St. Petersburg, FL 33709",(727) 369-9019,27.80671,27.80671,,,dispensaries
Stuart,"4203 SE Federal Hwy Ste 103, Stuart, FL 34997",(772) 678-3958,27.15403,27.15403,,,dispensaries
Summerfield,"16810 US-441 Ste 501, Summerfield, FL 34491",(352) 307-2177,28.97807,28.97807,,,dispensaries
Tallahassee,"1345�Thomasville�Rd, Tallahassee, FL 32303",(850) 848-4768,30.45783,30.45783,,,dispensaries
Tampa,"6421�N�Florida�Ave, Tampa, FL 33604",(813) 497-2028,28.00554,28.00554,,,dispensaries
The Villages,"13940 US-441 Ste 601, The Villages, FL 32159",(352) 240-3805,28.94895,28.94895,,,dispensaries
Titusville,"200 S Washington Ave, Titusville, FL 32796",(321) 567-1212,28.61331,28.61331,,,dispensaries
Venice,"1290 Jacaranda Blvd, Venice, FL 34292",(941) 800-2003,27.09951,27.09951,,,dispensaries
Vero Beach,"1290 Jacaranda Blvd, Venice, FL 34292",(941) 800-2003,27.09951,27.09951,,,dispensaries
Wellington,"1045 S State Rd 7 Ste 200, Wellington, FL 33414",(833) 880-5420,26.66301,26.66301,,,dispensaries
Wesley Chapel,"27437 Wesley Chapel Blvd, Wesley Chapel, FL 33544",(813) 734-8936,28.23868,28.23868,,,dispensaries
West Palm Beach,"237 Okeechobee Blvd, West Palm Beach, FL 33409",(561) 675-0890,26.70547,26.70547,,,dispensaries
Winter Haven,"285�1st�St, Winter Haven, FL 33880",(863) 656-5777,28.01881,28.01881,,,dispensaries
Masa Firearms,"11070 WIles Rd, Suite A, Coral Springs, Florida 33321",954-675-4308,26.28686,-80.27428,,,gunstore
Florida Gun Center ,"4841 Volunteer Rd, Davie, Florida 33330",954-533-3740,26.05995,-80.34611,,,gunstore
Gun World of South Florida ,"1700 South Powerline Road, Deerfield Beach, Florida 33442",954-596-0526,26.2928,-80.15167,,,gunstore
Zulu Armoury ,"1365 NW 98th Ct, Suite 7, Doral, Florida 33172",786-580-5136,25.78652,-80.35484,,,gunstore
T-n-T FIrearms & Accessories ,"474372 E State Rd 200, Suite A, Ferdandina, Florida 32034",904-442-8746,30.61791,-81.51692,,,gunstore
AK-103,"3112-1 Palm Ave, Fort Myers, Florida 33901",239-334-4231,26.61977,-81.85649,,,gunstore
Limited Arms ,"6187 NW 167th St, Suite H1, Hialeah, Florida 33015",305-523-9709,25.88055,-80.29162,,,gunstore
Florida Gun Supply ,"118 N Pine Ave, Inverness, Florida 34450",352-270-3087,28.83744,-82.33144,,,gunstore
Red Ryder Armory ,"6690 Columbia Park Dr, Suite 1, Jacksonville, Florida 32258",904-535-5980,30.15773,-81.53806,,,gunstore
Jacksonville Beach,"922 9th St S, Jacksonville Beach, Florida 32250",904-424-0420,30.27805,-81.39687,,,gunstore
Jupiter,"9270 W Indiantown Rd, Suite C4, Jupiter, Florida 33478",561-320-9184,26.93403,-80.09361,,,gunstore
The Armories,"564 E Osceola Pkwy, Kissimmee, Florida 34744",407-201-6133,28.33721,-81.39828,,,gunstore
Central Florida Gun and Tactical LLC,"320 Executive Blvd, Leesburg, Florida 34748",352-434-4382,28.80969,-81.93021,,,gunstore
Advanced Firearms ,"2175 SR 7, Margate, Florida 33062",954-968-GUNS,26.25532,-80.20172,,,gunstore
Florida Armory Gun Shop & Police Supply,"8870 SW 40th St, Miami, Florida 33165",305-207-1300,25.73272,-80.33948,,,gunstore
Miami Lakes,"14411 Commerce Way, Suite 420, Miami Lakes, Florida 33016",305-986-0641,25.90426,-80.32838,,,gunstore
North Miami Beach,"321 NE 167th St, North Miami Beach, Florida 33162",305-705-2340,25.92846,-80.19387,,,gunstore
Action Gun & Military Surplus ,"216 Industrial loop S, Suite 101, Orange City, Florida 32273",904-458-4605,28.58777,-81.42717,,,gunstore
Orlando,"5512 S Orange Blossom Trail, Orlando, Florida 32839",407-859-5064,28.44231,-81.403,,,gunstore
Ormond Beach,"1050 S Nova Rd, Ormond Beach, Florida 32174",,29.26617,-81.0784,,,gunstore
Port St Lucie,"6672 South US 1 Highway, Port St Lucie, Florida 34952",772-242-8293,27.34283,-80.32474,,,gunstore
Pro Sporting Goods,"141 NW 136th Ave, Sunrise, Florida 33325",954-846-2336,26.12203,-80.33024,,,gunstore
Big Cypress National Preserve,"52105 Tamiami Trail East, Ochopee, Florida 34141",,25.85742,-81.03356,,,nationalpark
Biscayne NATIONAL PARK,"9700 SW 328th Street, Sir Lancelot Jones Way,  Homestead,�FL�33033",,25.46412,-80.33607,,,nationalpark
Canaveral National Seashore,"7611 S. Atlantic Ave., New Smyrna Beach,�FL�32169",,28.92801,-80.82322,,,nationalpark
Castillo de San Marcos NATIONAL MONUMENT,"11 South Castillo Drive, Saint Augustine,�FL�32084",,29.89725,-81.31124,,,nationalpark
De Soto NATIONAL MEMORIAL,"8300 Desoto Memorial Hwy, Bradenton, FL 34209",,27.52135,-82.64502,,,nationalpark
Dry Tortugas NATIONAL PARK,"281 Trumbo Rd, Key West, FL 33040",,24.56232,-81.79801,,,nationalpark
Everglades NATIONAL PARK,"40001 State Road 9336, Homestead, Florida 33034",,25.39531,-80.5831,,,nationalpark
Fort Caroline NATIONAL MEMORIAL,"12713 Fort Caroline Road, Jacksonville,�FL�32225",,30.38387,-81.49952,,,nationalpark
Fort Matanzas NATIONAL MONUMENT,"8635 A1A South, Saint Augustine,�FL�32080",,29.86186,-81.28027,,,nationalpark
Gulf Islands NATIONAL SEASHORE,"1 Gulf National Sea Shore Dr, Okaloosa Island, FL 32548",,30.39683,-86.58052,,,nationalpark
Timucuan ECOLOGICAL & HISTORIC PRESERVE,"12713 Fort Caroline Road, Jacksonville,�FL�32225",,30.38387,-81.49952,,,nationalpark
